1403638132595097088,-0.02012,-0.01624,-0.05365,-0.11364,0.79130,0.07339,0.59628,0.03373,0.05775,0.47375,
1403638132695097088,-0.01582,-0.00736,-0.01499,-0.10712,0.79761,0.06028,0.59051,0.04162,0.10826,0.28528,
1403638132795097088,-0.01529,0.00464,0.01278,-0.10846,0.80707,0.05857,0.57745,0.01114,0.11087,0.16391,
1403638132895097088,-0.01925,0.01073,0.02372,-0.12600,0.79964,0.05657,0.58438,-0.00559,0.05367,0.00614,
1403638132995096832,-0.02470,0.00909,0.02116,-0.15288,0.78866,0.06709,0.59173,0.01842,-0.01345,-0.13716,
1403638133095097088,-0.02675,-0.00655,0.00355,-0.16408,0.78779,0.09453,0.58611,0.05351,-0.12163,-0.22703,
1403638133195097088,-0.02033,-0.02941,-0.02264,-0.17013,0.78859,0.10708,0.58113,0.08990,-0.23748,-0.24631,
1403638133295097088,-0.01028,-0.06105,-0.04883,-0.17112,0.78859,0.10694,0.58086,0.10613,-0.33912,-0.26620,
1403638133395097088,0.00082,-0.09873,-0.07594,-0.16492,0.79368,0.10891,0.57533,0.10235,-0.40417,-0.25971,
1403638133495096832,0.00989,-0.13992,-0.09861,-0.14582,0.80001,0.09661,0.57392,0.07320,-0.45228,-0.21445,
1403638133595097088,0.01526,-0.18376,-0.11952,-0.13547,0.80644,0.07351,0.57088,0.02749,-0.43910,-0.20343,
1403638133695097088,0.01282,-0.22543,-0.14029,-0.12823,0.81434,0.05260,0.56359,-0.01486,-0.39003,-0.18792,
1403638133795097088,0.00868,-0.26102,-0.15868,-0.11002,0.82027,0.03626,0.56012,0.01560,-0.30291,-0.17734,
1403638133895097088,0.00632,-0.28964,-0.17417,-0.08527,0.82326,0.02451,0.56069,0.06744,-0.14802,-0.14510,
1403638133995096832,0.00937,-0.30295,-0.18212,-0.06674,0.82006,0.01291,0.56822,0.14479,0.07639,-0.05040,
1403638134095097088,0.01917,-0.29612,-0.18318,-0.05381,0.81903,0.01247,0.57109,0.19358,0.24117,-0.01096,
1403638134195097088,0.03971,-0.27086,-0.18334,-0.04747,0.81893,0.01637,0.57169,0.24686,0.33221,0.04688,
1403638134295097088,0.06410,-0.23154,-0.17579,-0.05212,0.81124,0.00672,0.58234,0.26506,0.42135,0.05519,
1403638134395097088,0.08814,-0.18732,-0.17217,-0.05840,0.81312,0.00031,0.57916,0.24170,0.47394,0.02307,
1403638134495096832,0.10886,-0.14122,-0.16724,-0.06595,0.81448,-0.00294,0.57642,0.18547,0.46674,0.04201,
1403638134595097088,0.12609,-0.09288,-0.16168,-0.08046,0.81300,-0.00511,0.57665,0.11000,0.47357,0.05117,
1403638134695097088,0.13170,-0.04789,-0.15609,-0.08183,0.81607,-0.00587,0.57210,0.03476,0.46856,0.06390,
1403638134795097088,0.13427,-0.00348,-0.15009,-0.08231,0.82199,0.00027,0.56352,0.01793,0.43862,0.10407,
1403638134895097088,0.13316,0.03470,-0.13991,-0.07547,0.82333,0.00162,0.56252,-0.01278,0.36238,0.12363,
1403638134995096832,0.13101,0.06701,-0.13332,-0.07500,0.81948,-0.00065,0.56818,-0.03421,0.29685,0.04355,
1403638135095097088,0.12838,0.09398,-0.13326,-0.06988,0.82295,0.00649,0.56376,-0.03520,0.21215,-0.02509,
1403638135195097088,0.12343,0.10813,-0.13986,-0.06623,0.82656,0.01312,0.55879,-0.05339,0.05957,-0.07513,
1403638135295097088,0.11879,0.10778,-0.15132,-0.06230,0.82873,0.01473,0.55597,-0.05355,-0.11082,-0.10347,
1403638135395097088,0.11467,0.10143,-0.16621,-0.05948,0.82766,0.01150,0.55795,-0.07034,-0.20919,-0.10531,
1403638135495096832,0.10305,0.07418,-0.17303,-0.04607,0.83018,0.00971,0.55550,-0.07216,-0.28999,-0.09154,
1403638135595097088,0.10241,0.05313,-0.18241,-0.03847,0.83605,0.01013,0.54720,-0.03681,-0.38419,-0.00285,
1403638135695097088,0.09816,0.01557,-0.18230,-0.03321,0.83341,-0.00084,0.55165,-0.06140,-0.42347,-0.01715,
1403638135795097088,0.08598,-0.02284,-0.18693,-0.03424,0.83148,-0.01549,0.55428,-0.12409,-0.37937,-0.04696,
