1403638129295097088,0.00126,-0.00084,0.01182,-0.02376,0.82800,-0.00730,0.56018,-0.00270,-0.03491,0.11766,
1403638129395097088,0.00042,-0.00448,0.02298,-0.04853,0.81537,-0.03369,0.57592,-0.01163,-0.02978,0.09411,
1403638129495096832,0.00045,-0.00558,0.03060,-0.05840,0.82197,-0.02803,0.56584,0.00148,0.01007,0.05214,
1403638129595097088,0.00268,-0.00303,0.03627,-0.05223,0.83983,0.00227,0.54032,0.01381,0.01826,0.08723,
1403638129695097088,0.00524,-0.00135,0.04723,-0.03904,0.84659,0.01420,0.53061,0.01461,0.00545,0.13153,
1403638129795097088,0.00778,-0.00040,0.06224,-0.03978,0.84783,0.01108,0.52866,0.01941,0.01724,0.16295,
1403638129895097088,0.01058,0.00228,0.08180,-0.04031,0.85574,0.01839,0.51550,0.02982,0.03136,0.24497,
1403638129995096832,0.01463,0.00499,0.11230,-0.04176,0.85550,0.02217,0.51564,0.04551,0.02274,0.35222,
1403638130095097088,0.01943,0.00620,0.15059,-0.05066,0.84705,0.01310,0.52894,0.04468,0.01260,0.39261,
1403638130195097088,0.02343,0.00865,0.18976,-0.05537,0.84458,0.01478,0.53235,0.04072,0.02429,0.39211,
1403638130295097088,0.02745,0.01073,0.23061,-0.05993,0.84189,0.01664,0.53605,0.03856,0.00562,0.42240,
1403638130395097088,0.03185,0.01174,0.27288,-0.07027,0.83548,0.00573,0.54498,0.03173,0.00205,0.40700,
1403638130495096832,0.03553,0.01336,0.31231,-0.07240,0.83570,0.00997,0.54430,0.02612,0.01522,0.38745,
1403638130595097088,0.03513,0.01576,0.35059,-0.06691,0.83625,0.02038,0.54386,0.01486,0.01132,0.38520,
1403638130695097088,0.03514,0.01522,0.38898,-0.07075,0.82948,0.01526,0.55383,0.00483,-0.01335,0.37534,
1403638130795097088,0.03445,0.01471,0.42368,-0.08727,0.82189,0.00070,0.56292,-0.00311,-0.01805,0.30872,
1403638130895097088,0.03147,0.01490,0.44890,-0.08988,0.81837,-0.00212,0.56762,-0.03492,-0.04023,0.17853,
1403638130995096832,0.02634,0.01265,0.46074,-0.08453,0.80700,-0.01060,0.58437,-0.04114,-0.05674,0.01714,
1403638131095097088,0.02354,0.01094,0.45408,-0.07920,0.79952,-0.01564,0.59519,-0.02205,-0.02581,-0.17880,
1403638131195097088,0.02436,0.01361,0.43009,-0.06639,0.80703,-0.00769,0.58672,-0.00966,0.00076,-0.30236,
1403638131295097088,0.02568,0.01707,0.39908,-0.05210,0.81731,0.00462,0.57382,-0.01295,-0.00569,-0.34289,
1403638131395097088,0.02473,0.01726,0.36805,-0.04844,0.81851,0.00548,0.57242,-0.03236,-0.02651,-0.36209,
1403638131495096832,0.02252,0.01486,0.33453,-0.04093,0.81745,0.00615,0.57450,-0.04249,-0.03642,-0.39454,
1403638131595097088,0.01823,0.01275,0.29537,-0.03776,0.82045,0.00774,0.57042,-0.04354,-0.03247,-0.43210,
1403638131695097088,0.01370,0.00858,0.25432,-0.03565,0.82128,0.01248,0.56927,-0.04424,-0.04123,-0.45032,
1403638131795097088,0.00929,0.00454,0.20749,-0.02807,0.82190,0.01653,0.56870,-0.05253,-0.04657,-0.45192,
1403638131895097088,0.00559,-0.00063,0.16532,-0.01815,0.82327,0.01995,0.56701,-0.04850,-0.04545,-0.40800,
1403638131995096832,0.00278,-0.00492,0.12972,-0.01055,0.82535,0.02556,0.56395,-0.02324,-0.01890,-0.25542,
1403638132095097088,0.00031,-0.00478,0.11563,-0.00267,0.83091,0.04220,0.55479,-0.00041,0.01431,-0.01855,
1403638132195097088,0.00121,-0.00295,0.13295,-0.00315,0.83122,0.04944,0.55373,0.01452,0.02041,0.30494,
1403638132295097088,0.00235,-0.00107,0.17630,-0.01599,0.82303,0.04218,0.56620,0.01617,0.03265,0.51078,
1403638132395097088,0.00190,0.00317,0.23260,-0.02863,0.81833,0.03688,0.57286,0.01858,0.05094,0.57161,
1403638132495096832,0.00322,0.00647,0.29105,-0.04706,0.80975,0.02519,0.58434,0.01313,0.03351,0.58338,
1403638132595097088,0.00469,0.00967,0.34594,-0.06564,0.79562,0.01096,0.60212,0.02262,0.05589,0.49866,
1403638132695097088,0.00650,0.01828,0.38654,-0.07337,0.79553,0.00809,0.60141,0.01489,0.10237,0.31412,
1403638132795097088,0.00917,0.02948,0.41124,-0.07502,0.80120,0.00619,0.59364,-0.00584,0.10882,0.18280,
1403638132895097088,0.00752,0.03754,0.42206,-0.08061,0.79363,-0.00238,0.60303,-0.01573,0.05558,0.02059,
1403638132995096832,0.00670,0.03898,0.41680,-0.08620,0.78685,-0.00357,0.61109,0.00561,-0.02120,-0.13418,
1403638133095097088,0.00953,0.03005,0.39777,-0.07616,0.79189,0.01043,0.60580,0.02467,-0.13724,-0.23005,
1403638133195097088,0.01343,0.01012,0.37360,-0.06384,0.79614,0.01166,0.60162,0.02441,-0.26176,-0.24579,
1403638133295097088,0.01592,-0.02110,0.34970,-0.04695,0.79751,0.00093,0.60148,-0.00156,-0.36763,-0.26149,
1403638133395097088,0.01295,-0.06216,0.32525,-0.02978,0.80323,-0.00600,0.59489,-0.04237,-0.43011,-0.25081,
1403638133495096832,0.00482,-0.10699,0.30505,-0.01011,0.80600,-0.02007,0.59148,-0.09701,-0.46357,-0.20069,
1403638133595097088,-0.00765,-0.15203,0.28814,-0.00239,0.80703,-0.04236,0.58898,-0.14573,-0.43591,-0.18800,
1403638133695097088,-0.02399,-0.19390,0.27018,-0.00235,0.81030,-0.05907,0.58302,-0.17510,-0.37984,-0.17611,
1403638133795097088,-0.03906,-0.23151,0.25185,0.00842,0.81226,-0.07059,0.57894,-0.12660,-0.31542,-0.17191,
1403638133895097088,-0.04681,-0.25735,0.23650,0.02454,0.81459,-0.07827,0.57421,-0.03117,-0.17673,-0.14681,
1403638133995096832,-0.03553,-0.26624,0.23184,0.02217,0.81394,-0.07627,0.57549,0.11585,0.03790,-0.04795,
1403638134095097088,-0.00820,-0.25126,0.23060,0.01244,0.81808,-0.06101,0.57173,0.21278,0.21958,-0.00478,
1403638134195097088,0.02775,-0.23623,0.22289,0.00732,0.81998,-0.04840,0.57030,0.29091,0.29499,0.04501,
1403638134295097088,0.05260,-0.19226,0.23818,0.00570,0.81098,-0.05876,0.58209,0.31487,0.39380,0.06154,
1403638134395097088,0.08793,-0.15234,0.24181,-0.00675,0.81268,-0.06083,0.57949,0.30173,0.44966,0.03053,
1403638134495096832,0.11862,-0.11014,0.24493,-0.01676,0.81411,-0.06260,0.57708,0.24783,0.45142,0.04752,
1403638134595097088,0.14288,-0.06814,0.24854,-0.03029,0.81264,-0.06559,0.57827,0.17430,0.46639,0.05419,
1403638134695097088,0.15614,-0.02228,0.25269,-0.03322,0.81586,-0.06558,0.57355,0.10024,0.47642,0.06579,
1403638134795097088,0.16682,0.02199,0.25550,-0.03434,0.82271,-0.06034,0.56420,0.08053,0.45265,0.10320,
1403638134895097088,0.17431,0.06325,0.26364,-0.03076,0.82469,-0.05683,0.56188,0.04289,0.38519,0.12377,
1403638134995096832,0.17869,0.09874,0.26867,-0.02985,0.82067,-0.05877,0.56758,0.01141,0.32580,0.04235,
1403638135095097088,0.17934,0.12726,0.26849,-0.02516,0.82433,-0.05167,0.56318,-0.00482,0.24185,-0.02571,
1403638135195097088,0.17656,0.14396,0.26157,-0.02228,0.82832,-0.04493,0.55801,-0.04547,0.09437,-0.07441,
1403638135295097088,0.17118,0.14342,0.24947,-0.01918,0.82991,-0.04247,0.55594,-0.07083,-0.07857,-0.10331,
1403638135395097088,0.16099,0.13106,0.23889,-0.01516,0.82737,-0.04538,0.55962,-0.10756,-0.18341,-0.10075,
1403638135495096832,0.14664,0.10306,0.22998,-0.00457,0.82934,-0.04516,0.55690,-0.11485,-0.26823,-0.09004,
1403638135595097088,0.14069,0.07914,0.22140,0.00279,0.83460,-0.04489,0.54902,-0.09626,-0.36854,0.00042,
1403638135695097088,0.13217,0.04230,0.22024,0.00766,0.83089,-0.05496,0.55367,-0.12251,-0.40474,-0.01575,
1403638135795097088,0.11826,0.00736,0.21620,0.00513,0.82817,-0.06843,0.55626,-0.16846,-0.35252,-0.04509,
1403638135895097088,0.09964,-0.02284,0.21349,0.01636,0.83338,-0.06448,0.54869,-0.20515,-0.31368,0.00812,
1403638135995096832,0.07864,-0.05183,0.22033,0.02919,0.83862,-0.06071,0.54053,-0.19470,-0.33822,0.14377,
1403638136095097088,0.05974,-0.09017,0.23761,0.03841,0.83151,-0.06713,0.55010,-0.17765,-0.42065,0.18338,
1403638136195097088,0.03871,-0.13463,0.25156,0.03637,0.82133,-0.08168,0.56341,-0.20982,-0.44185,0.06930,
